timestamp,customer_id,query,response,escalated
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1, I need it now, Refunds typically take 3-5 business days. Please wait,Yes
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,I need it now,Refunds typically take 3-5 business days. Please wait,Yes
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,Refunds typically take 3-5 business days. Please wait,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,I need it now,Refunds typically take 3-5 business days. Please wait,Yes
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,i need it now ,Refunds typically take 3-5 business days. Please wait,No
2023-10-01 10:15:00,1,why not now ,Refunds typically take 3-5 business days. Refund can take some time. So kindly wait. ,Yes
2023-10-01 10:15:00,1, refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,i need it now,Refunds typically take 3-5 business days. Please wait,No
2023-10-01 10:15:00,1,why not now ,Refunds typically take 3-5 business days. Refund can take some time. So kindly wait. ,No
2023-10-01 10:15:00,1,trax status,transection is in pending state. Please allow some time. ,Yes
2023-10-01 10:15:00,1,trax status,transection is in pending state. Please allow some time. ,No
2023-10-01 10:15:00,1,how much time ,it will take some time to check status of transection,Yes
2023-10-01 10:15:00,1,abc,,Yes
2023-10-01 10:15:00,1,abc,,Yes
2023-10-01 10:15:00,1,refund,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,refund,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,abc,bad,Yes
2023-10-01 10:15:00,1,,,Yes
2023-10-01 10:15:00,1,new,abc,Yes
2023-10-01 10:15:00,1,new,new,Yes
2023-10-01 10:15:00,1,,,Yes
2023-10-01 10:15:00,1,abc,abc,Yes
2023-10-01 10:15:00,1,abc,xyz,Yes
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,i want it now ,Refunds typically take 3-5 business days. Kindly wait ,Yes
2023-10-01 10:15:00,1,refund status ,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,i want to it now,Refunds typically take 3-5 business days. Kindly wait,Yes
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,i want it now ,,Yes
2023-10-01 10:15:00,1,,,Yes
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,i want it now ,Refunds typically take 3-5 business days. Please wait ,Yes
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,i want it now,Refunds typically take 3-5 business days. Please wait,Yes
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
2023-10-01 10:15:00,1,refund status,Refunds typically take 3-5 business days.,No
